unique location,lat,long,geometry,nearest_weather_station
"Parry View,Walk",1.3658545,103.87900570000001,POINT (103.8790057 1.3658545),Ang Mo Kio
Commonwealth Ave ,1.3005547,103.8003086,POINT (103.8003086 1.3005547),Ang Mo Kio
Charlton Rd ,1.3549226,103.8817505,POINT (103.8817505 1.3549226),Ang Mo Kio
Lor H Telok Kurau ,1.3162713,103.91074909999999,POINT (103.9107491 1.3162713),Marina Barrage
Jurong West St65 ,1.339965,103.7010383,POINT (103.7010383 1.339965),Tuas South
Eunos Ave 5 ,1.3212123,103.89729559999999,POINT (103.8972956 1.3212123),Marina Barrage
Bendemeer Rd ,1.3206315,103.865235,POINT (103.865235 1.3206315),Ang Mo Kio
Ang? Mo Kio St 52 ,1.3724726999999999,103.8536388,POINT (103.8536388 1.3724727),Ang Mo Kio
Jln Jelita ,1.3161178,103.78674409999999,POINT (103.7867441 1.3161178),Ang Mo Kio
Berrima Rd ,1.3255622,103.8238264,POINT (103.8238264 1.3255622),Ang Mo Kio
Pasir Ris St 72,1.3803551,103.9364814,POINT (103.9364814 1.3803551),Changi
Lor 24 Geylang ,1.3122073,103.8833391,POINT (103.8833391 1.3122073),Marina Barrage
Ho Ching Rd ,1.3344133,103.7240854,POINT (103.7240854 1.3344133),Tuas South
Fernvale Ln,1.3894612,103.87084229999999,POINT (103.8708423 1.3894612),Khatib
Coronation Rd West ,1.3197816,103.7945875,POINT (103.7945875 1.3197816),Ang Mo Kio
Boon Lay Pl ,1.3468417,103.7128488,POINT (103.7128488 1.3468417),Tuas South
Choa ChuKang Ave 2,1.3783588,103.7427563,POINT (103.7427563 1.3783588),Khatib
Dix Rd ,1.360537,103.87624140000001,POINT (103.8762414 1.360537),Ang Mo Kio
Bedok Nth Ave 2 ,1.3306031999999999,103.9306044,POINT (103.9306044 1.3306032),Changi
Bishan St 22,1.3573661,103.84524820000001,POINT (103.8452482 1.3573661),Ang Mo Kio
Woodleigh Cl ,1.3362100000000001,103.8682851,POINT (103.8682851 1.33621),Ang Mo Kio
Celyon Rd ,1.308566,103.9006498,POINT (103.9006498 1.308566),Marina Barrage
College Ave East,1.3065691000000001,103.77385550000001,POINT (103.7738555 1.3065691),Ang Mo Kio
Choa Chu Kang Ave 1 ,1.3767075,103.74500309999999,POINT (103.7450031 1.3767075),Khatib
Jurong West St 91 ,1.3418091,103.68985490000001,POINT (103.6898549 1.3418091),Tuas South
Choa Chu KangAve 2 ,1.3783588,103.7427563,POINT (103.7427563 1.3783588),Khatib
Opal Cres ,1.3279128,103.86704920000001,POINT (103.8670492 1.3279128),Ang Mo Kio
Jurong West Street 42 ,1.3532078,103.721804,POINT (103.721804 1.3532078),Tuas South
Jurong West Ave 5,1.3465681,103.69691390000001,POINT (103.6969139 1.3465681),Tuas South
Seletar Hills Dr,1.3852143,103.874881,POINT (103.874881 1.3852143),Ang Mo Kio
Jln Rebana,1.3635873,103.8283589,POINT (103.8283589 1.3635873),Ang Mo Kio
Jln Binchang,1.3535756,103.8468187,POINT (103.8468187 1.3535756),Ang Mo Kio
Ang Mo Kio Ind Pk 2A ,1.377574,103.8695404,POINT (103.8695404 1.377574),Ang Mo Kio
Compassvale Lk ,1.3972428999999997,103.8982054,POINT (103.8982054 1.3972429),Khatib
Jln Sembilang ,1.3560091,103.8350375,POINT (103.8350375 1.3560091),Ang Mo Kio
Alexandra Rd,1.2884712,103.80557569999999,POINT (103.8055757 1.2884712),Marina Barrage
Lor 40 Geylang,1.3134095,103.88984909999999,POINT (103.8898491 1.3134095),Marina Barrage
Kaki Bukit Rd 3,1.3366588,103.9041606,POINT (103.9041606 1.3366588),Ang Mo Kio
Jln Damai ,1.3334879,103.9094395,POINT (103.9094395 1.3334879),Ang Mo Kio
Dorset Rd,1.3134014999999999,103.8503232,POINT (103.8503232 1.3134015),Ang Mo Kio
Everitt Rd,1.3123225,103.9029585,POINT (103.9029585 1.3123225),Marina Barrage
Parry View,1.3658545,103.87900570000001,POINT (103.8790057 1.3658545),Ang Mo Kio
Bt Batok St 21,1.3464976,103.7533512,POINT (103.7533512 1.3464976),Ang Mo Kio
Hougang St 31 ,1.3629171,103.88941740000001,POINT (103.8894174 1.3629171),Ang Mo Kio
Yio Chu Kang Rd,1.3913524,103.8565907,POINT (103.8565907 1.3913524),Khatib
Kitchener Rd ,1.3097324,103.8573824,POINT (103.8573824 1.3097324),Marina Barrage
Bideford Rd ,1.3042401000000001,103.8365352,POINT (103.8365352 1.3042401),Ang Mo Kio
Towner Rd ,1.3200278,103.85853309999999,POINT (103.8585331 1.3200278),Ang Mo Kio
Compassvale Ln,1.3857253,103.89834909999999,POINT (103.8983491 1.3857253),Ang Mo Kio
Anchorvale Lk ,1.395122,103.88866540000001,POINT (103.8886654 1.395122),Khatib
Lor 13 Geylang ,1.3131133999999998,103.8775546,POINT (103.8775546 1.3131134),Marina Barrage
Woodlands Dr 44 ,1.4314329,103.7944937,POINT (103.7944937 1.4314329),Khatib
Woodlands St 41,1.4293301999999999,103.77315920000001,POINT (103.7731592 1.4293302),Khatib
"Yunnan Dr 1, Rd, Walk 1, Walk 3",1.338483,103.69211999999999,POINT (103.69212 1.338483),Tuas South
Joo Seng Rd,1.3363406,103.8819507,POINT (103.8819507 1.3363406),Ang Mo Kio
Desker Rd ,1.3089271,103.8553452,POINT (103.8553452 1.3089271),Marina Barrage
Jln Dua ,1.309026,103.887627,POINT (103.887627 1.309026),Marina Barrage
Jln Taman ,1.3260412,103.864795,POINT (103.864795 1.3260412),Ang Mo Kio
Jln Mariam ,1.3622256000000001,103.9694691,POINT (103.9694691 1.3622256),Changi
Mt Vernon Rd ,1.3403804,103.8795063,POINT (103.8795063 1.3403804),Ang Mo Kio
West Coast Cres ,1.2980114999999999,103.7656587,POINT (103.7656587 1.2980115),Ang Mo Kio
Jln Jamal,1.3135408000000002,103.92519490000001,POINT (103.9251949 1.3135408),Marina Barrage
Cantonment Cl ,1.2750709999999998,103.8403629,POINT (103.8403629 1.275071),Marina Barrage
Choa Chu Kang Grove ,1.373976,103.7490003,POINT (103.7490003 1.373976),Khatib
Kim Keat Cl,1.3239372999999999,103.8534166,POINT (103.8534166 1.3239373),Ang Mo Kio
Pasir Ris Gr,1.3710579999999999,103.9452663,POINT (103.9452663 1.371058),Changi
Shunfu Rd,1.3519757,103.8374493,POINT (103.8374493 1.3519757),Ang Mo Kio
Kovan Rise ,1.3625239,103.88584870000001,POINT (103.8858487 1.3625239),Ang Mo Kio
Pheng Geck Ave ,1.331343,103.86987590000001,POINT (103.8698759 1.331343),Ang Mo Kio
Yung Sheng Rd ,1.3341693000000001,103.7214448,POINT (103.7214448 1.3341693),Tuas South
Champions Way ,1.4296071000000001,103.78969120000001,POINT (103.7896912 1.4296071),Khatib
Yishun Ind Pk A,1.4427286,103.8350932,POINT (103.8350932 1.4427286),Khatib
Cashew Cres,1.3714452,103.76945690000001,POINT (103.7694569 1.3714452),Khatib
Bt Batok St 24 ,1.3425888000000001,103.7563114,POINT (103.7563114 1.3425888),Ang Mo Kio
Leedon Hts ,1.3145178999999998,103.80229279999999,POINT (103.8022928 1.3145179),Ang Mo Kio
Defu Ave 2,1.3604121999999998,103.9010609,POINT (103.9010609 1.3604122),Ang Mo Kio
Kew Dr ,1.3204241,103.9506355,POINT (103.9506355 1.3204241),Changi
"Clover Ave, Cres ",1.3508011,103.8439636,POINT (103.8439636 1.3508011),Ang Mo Kio
Joo Koon Rd ,1.325691,103.6710587,POINT (103.6710587 1.325691),Tuas South
Woodlands Dr 50 ,1.437081,103.7935954,POINT (103.7935954 1.437081),Khatib
"Yunnan Dr 1, Dr 3, Rd, Walk 1",1.33844,103.692066,POINT (103.692066 1.33844),Tuas South
Jln Tani,1.3668101000000001,103.884883,POINT (103.884883 1.3668101),Ang Mo Kio
Punggol Field Walk ,1.3919511,103.9125735,POINT (103.9125735 1.3919511),Ang Mo Kio
Jln Lepas ,1.3560379999999999,103.888052,POINT (103.888052 1.356038),Ang Mo Kio
Pasir Ris Link ,1.3770173,103.960499,POINT (103.960499 1.3770173),Changi
Compassvale Cres ,1.3972428999999997,103.8982054,POINT (103.8982054 1.3972429),Khatib
Green Ln,1.3112416999999998,103.89268890000001,POINT (103.8926889 1.3112417),Marina Barrage
Tai Hwan Ter,1.3569596000000002,103.86012690000001,POINT (103.8601269 1.3569596),Ang Mo Kio
Pulasan Rd,1.3113671999999998,103.9065825,POINT (103.9065825 1.3113672),Marina Barrage
"Bedok Ln, Walk",1.3288153,103.9479887,POINT (103.9479887 1.3288153),Changi
Bt Batok EastAve 4 ,1.349414,103.7583806,POINT (103.7583806 1.349414),Ang Mo Kio
Woodlands Ave 9 ,1.4482327,103.7986104,POINT (103.7986104 1.4482327),Khatib
Crane Rd ,1.3125702,103.89907600000001,POINT (103.899076 1.3125702),Marina Barrage
Lor Pisang Hijau ,1.3442145,103.77279250000001,POINT (103.7727925 1.3442145),Ang Mo Kio
Jln Redop ,1.3854123,103.8706659,POINT (103.8706659 1.3854123),Ang Mo Kio
"Lor 7, 9Geylang ",1.3125935,103.8758157,POINT (103.8758157 1.3125935),Marina Barrage
Jln Singa ,1.3307508999999997,103.90736679999999,POINT (103.9073668 1.3307509),Ang Mo Kio
Holland Ave,1.3090088,103.79504969999999,POINT (103.7950497 1.3090088),Ang Mo Kio
Carisbrooke Gr,1.3586007,103.86497800000001,POINT (103.864978 1.3586007),Ang Mo Kio
Bt Batok East Ave 2 ,1.3512787,103.7566479,POINT (103.7566479 1.3512787),Ang Mo Kio
Punggol Walk ,1.4052938,103.9005026,POINT (103.9005026 1.4052938),Khatib
Sengkang East Ave ,1.38659,103.8937365,POINT (103.8937365 1.38659),Ang Mo Kio
"How Sun Dr, Walk ",1.344532,103.87894320000001,POINT (103.8789432 1.344532),Ang Mo Kio
Robin Ln ,1.3198723999999997,103.82709009999999,POINT (103.8270901 1.3198724),Ang Mo Kio
"Lor 24, 24A, 26, 28, 32 Geylang ",1.3120303,103.8833462,POINT (103.8833462 1.3120303),Marina Barrage
Jln Ketumbit ,1.3847403,103.874377,POINT (103.874377 1.3847403),Ang Mo Kio
Jurong West St 64,1.3415002,103.7032926,POINT (103.7032926 1.3415002),Tuas South
Hougang St 21,1.358001,103.88574720000001,POINT (103.8857472 1.358001),Ang Mo Kio
Bt Merah View ,1.2841648,103.8215886,POINT (103.8215886 1.2841648),Marina Barrage
Jln Senang ,1.3251828,103.9162698,POINT (103.9162698 1.3251828),Marina Barrage
Kitchener Link ,1.3116455,103.85722059999999,POINT (103.8572206 1.3116455),Ang Mo Kio
Joo Chiat Pl ,1.3143557,103.9068343,POINT (103.9068343 1.3143557),Marina Barrage
Brockhampton Dr ,1.3605748,103.86134659999999,POINT (103.8613466 1.3605748),Ang Mo Kio
Telok Kurau Rd,1.3122916,103.9108615,POINT (103.9108615 1.3122916),Marina Barrage
Clementi Ave 2,1.3114966000000001,103.76754140000001,POINT (103.7675414 1.3114966),Ang Mo Kio
Jln Lapang ,1.3228533000000002,103.91656640000001,POINT (103.9165664 1.3228533),Marina Barrage
Holland Rd ,1.3129427,103.7983813,POINT (103.7983813 1.3129427),Ang Mo Kio
Clementi West St 1 ,1.3047221000000002,103.76667940000002,POINT (103.7666794 1.3047221),Ang Mo Kio
Cardiff Grove ,1.3567776000000003,103.8661493,POINT (103.8661493 1.3567776),Ang Mo Kio
Cashew Cres ,1.3714452,103.76945690000001,POINT (103.7694569 1.3714452),Khatib
Chestnut Ave,1.3707347,103.7767915,POINT (103.7767915 1.3707347),Khatib
Kaki Bt Pl ,1.3352173,103.9036946,POINT (103.9036946 1.3352173),Ang Mo Kio
Jln Keruing ,1.3842695,103.8738796,POINT (103.8738796 1.3842695),Ang Mo Kio
Tanah Merah ,1.3272443999999999,103.9464897,POINT (103.9464897 1.3272444),Changi
"Lor 6, 8, 12, 14Geylang",1.3114013999999998,103.8762991,POINT (103.8762991 1.3114014),Marina Barrage
"Lor 24A, 26,28 Geylang",1.3124236,103.8839383,POINT (103.8839383 1.3124236),Marina Barrage
Sembawang Pl,1.4387513,103.8247125,POINT (103.8247125 1.4387513),Khatib
Aljunied Cres ,1.3202748,103.8856818,POINT (103.8856818 1.3202748),Marina Barrage
Koon Seng Rd ,1.3115593,103.90428730000001,POINT (103.9042873 1.3115593),Marina Barrage
"Pk Villas Green, Ter",1.3679257,103.8794579,POINT (103.8794579 1.3679257),Ang Mo Kio
Kg Arang Rd ,1.3001368999999998,103.8822052,POINT (103.8822052 1.3001369),Marina Barrage
Kaki Bt Industrial Ter,1.3357531999999999,103.9021851,POINT (103.9021851 1.3357532),Ang Mo Kio
Branksome Rd ,1.3035753,103.89113499999999,POINT (103.891135 1.3035753),Marina Barrage
Yunnan Cres,1.3385141999999999,103.6921797,POINT (103.6921797 1.3385142),Tuas South
"Eastwood Dr, Green, Pl, Walk ",1.3233243000000001,103.9557363,POINT (103.9557363 1.3233243),Changi
Clementi Ave 3 ,1.3137969999999999,103.76349590000001,POINT (103.7634959 1.313797),Ang Mo Kio
Kitchener Lk ,1.3097324,103.8573824,POINT (103.8573824 1.3097324),Marina Barrage
Jln Sultan ,1.3032113,103.8611992,POINT (103.8611992 1.3032113),Marina Barrage
Clementi St 13 ,1.3235932,103.77113659999999,POINT (103.7711366 1.3235932),Ang Mo Kio
Elite Pk Ave ,1.3150496,103.9242988,POINT (103.9242988 1.3150496),Marina Barrage
"Bedok Ria Cres, Pl",1.326854,103.9531946,POINT (103.9531946 1.326854),Changi
Choa Chu KangAve 1 ,1.3767075,103.74500309999999,POINT (103.7450031 1.3767075),Khatib
Anchorvale Link ,1.3920408000000002,103.8901,POINT (103.8901 1.3920408),Khatib
Cable Rd ,1.2952851,103.82473399999999,POINT (103.824734 1.2952851),Marina Barrage
Montreal Dr ,1.4516935,103.8244384,POINT (103.8244384 1.4516935),Khatib
Colchester Gr ,1.3579888,103.8673666,POINT (103.8673666 1.3579888),Ang Mo Kio
Kensington Pk Rd ,1.3667825,103.8664548,POINT (103.8664548 1.3667825),Ang Mo Kio
Lor 108 Changi,1.3167547,103.904547,POINT (103.904547 1.3167547),Marina Barrage
"Frankel Cl, Dr, St",1.3182785,103.9146352,POINT (103.9146352 1.3182785),Marina Barrage
How Sun Dr,1.344532,103.87894320000001,POINT (103.8789432 1.344532),Ang Mo Kio
"Kim Keat Cl, Ln ",1.3239372999999999,103.8534166,POINT (103.8534166 1.3239373),Ang Mo Kio
Lor Ong Lye,1.3479061,103.8790427,POINT (103.8790427 1.3479061),Ang Mo Kio
Woodlands Dr 70 ,1.4411361999999999,103.7983161,POINT (103.7983161 1.4411362),Khatib
Jurong East St 13 ,1.3370334,103.7372944,POINT (103.7372944 1.3370334),Ang Mo Kio
Telok Blangah St 31 ,1.2751923,103.80675129999999,POINT (103.8067513 1.2751923),Marina Barrage
Jln Tua Kong ,1.3155361,103.92579549999999,POINT (103.9257955 1.3155361),Marina Barrage
Tampines St 22 ,1.3490889,103.95107970000001,POINT (103.9510797 1.3490889),Changi
Hougang Ave 10,1.3730673,103.8918396,POINT (103.8918396 1.3730673),Ang Mo Kio
Belmont Rd ,1.3158573999999998,103.7986195,POINT (103.7986195 1.3158574),Ang Mo Kio
Anchorvale Link,1.3920408000000002,103.8901,POINT (103.8901 1.3920408),Khatib
Tanjong Katong Rd,1.3078724,103.8952083,POINT (103.8952083 1.3078724),Marina Barrage
How Sun Close,1.3435433,103.8812554,POINT (103.8812554 1.3435433),Ang Mo Kio
 Jln Bangau ,1.3837573,103.87158609999999,POINT (103.8715861 1.3837573),Ang Mo Kio
Rivervale Dr ,1.3872989,103.9045675,POINT (103.9045675 1.3872989),Ang Mo Kio
Marine Parade Rd,1.3073706,103.9179643,POINT (103.9179643 1.3073706),Marina Barrage
Jln LoyangBesar ,1.3785756,103.9606109,POINT (103.9606109 1.3785756),Changi
Ang Mo Kio Ave 6 ,1.3762298000000002,103.8448176,POINT (103.8448176 1.3762298),Ang Mo Kio
Lor J Telok Kurau ,1.3140655,103.91091879999999,POINT (103.9109188 1.3140655),Marina Barrage
Nallur Rd ,1.3123103999999999,103.93218359999999,POINT (103.9321836 1.3123104),Changi
Marsiling Rise ,1.4393379,103.7811348,POINT (103.7811348 1.4393379),Khatib
Hougang St 92 ,1.3732518,103.8795201,POINT (103.8795201 1.3732518),Ang Mo Kio
Limau Gdn ,1.3222048,103.9497438,POINT (103.9497438 1.3222048),Changi
Lor 42 Geylang ,1.3143639,103.8902446,POINT (103.8902446 1.3143639),Marina Barrage
Telok Blangah Rise ,1.2726409,103.821383,POINT (103.821383 1.2726409),Marina Barrage
Marina Boulevard ,1.2806877,103.8542979,POINT (103.8542979 1.2806877),Marina Barrage
"JlnGelenggang,Tarum ",1.3746426,103.83027009999999,POINT (103.8302701 1.3746426),Ang Mo Kio
Jln Masjid ,1.3198827,103.9124579,POINT (103.9124579 1.3198827),Marina Barrage
"Li Hwan Cl, View",1.3551737,103.8637373,POINT (103.8637373 1.3551737),Ang Mo Kio
Aroozoo Ave,1.3553669,103.8853119,POINT (103.8853119 1.3553669),Ang Mo Kio
Parry Ter ,1.3666472,103.87823359999999,POINT (103.8782336 1.3666472),Ang Mo Kio
Jln Songket,1.3566713,103.8864443,POINT (103.8864443 1.3566713),Ang Mo Kio
"Lor G, H TelokKurau",1.315744,103.905861,POINT (103.905861 1.315744),Marina Barrage
Pasir Ris Dr 4,1.3735868999999998,103.96090090000001,POINT (103.9609009 1.3735869),Changi
Ashwood Grove,1.4289664,103.77673670000001,POINT (103.7767367 1.4289664),Khatib
Jln Bintang Tiga ,1.322092,103.9253568,POINT (103.9253568 1.322092),Changi
Yishun Ave 5,1.4304017,103.8310578,POINT (103.8310578 1.4304017),Khatib
Trevose Cres ,1.3266707,103.8225016,POINT (103.8225016 1.3266707),Ang Mo Kio
Balmeg Hill ,1.2827035,103.7828921,POINT (103.7828921 1.2827035),Marina Barrage
Bedok Nth Ave 4 ,1.3349588,103.9435684,POINT (103.9435684 1.3349588),Changi
Yishun Ind St1 ,1.4372806999999999,103.84321070000001,POINT (103.8432107 1.4372807),Khatib
Lengkok Bahru ,1.2869338,103.81374170000001,POINT (103.8137417 1.2869338),Marina Barrage
Yuk Tong Ave,1.3447663,103.77281059999999,POINT (103.7728106 1.3447663),Ang Mo Kio
Chun Tin Rd ,1.3419378,103.77385840000001,POINT (103.7738584 1.3419378),Ang Mo Kio
Jurong West St 61 ,1.3385893,103.69849640000001,POINT (103.6984964 1.3385893),Tuas South
Balestier Rd ,1.3214951000000001,103.85285909999999,POINT (103.8528591 1.3214951),Ang Mo Kio
"Li Hwan Cl, Dr, Ter, View",1.3551737,103.8637373,POINT (103.8637373 1.3551737),Ang Mo Kio
Lengkong Dua ,1.3258695,103.9120939,POINT (103.9120939 1.3258695),Marina Barrage
Angklong Ln ,1.3631364,103.8296946,POINT (103.8296946 1.3631364),Ang Mo Kio
Golden Walk ,1.355893,103.86161240000001,POINT (103.8616124 1.355893),Ang Mo Kio
Recreation Rd ,1.3522100000000001,103.8749385,POINT (103.8749385 1.35221),Ang Mo Kio
Bedok Industrial Pk E,1.3360729,103.9500561,POINT (103.9500561 1.3360729),Changi
"Sea Breeze Ave, Walk ",1.3374304,103.9527258,POINT (103.9527258 1.3374304),Changi
"Lor 6, 7 Realty Pk ",1.3684441999999999,103.8876375,POINT (103.8876375 1.3684442),Ang Mo Kio
"Happy AveCentral,East, Nth ",1.3304365,103.8808861,POINT (103.8808861 1.3304365),Ang Mo Kio
Casuarina Walk ,1.3763008999999997,103.8269126,POINT (103.8269126 1.3763009),Ang Mo Kio
Jln Kesoma,1.3464473999999997,103.8785457,POINT (103.8785457 1.3464474),Ang Mo Kio
Lengkong Satu ,1.32655,103.91298640000001,POINT (103.9129864 1.32655),Marina Barrage
"Thomson Ter, Walk",1.377721,103.8315542,POINT (103.8315542 1.377721),Ang Mo Kio
Ang Mo Kio Ave 4 ,1.3763427,103.8394465,POINT (103.8394465 1.3763427),Ang Mo Kio
Chai Chee Rd ,1.3253110000000001,103.9232153,POINT (103.9232153 1.325311),Changi
Jln Membina,1.2834914,103.8266828,POINT (103.8266828 1.2834914),Marina Barrage
Lor Marzuki,1.3224195,103.9089218,POINT (103.9089218 1.3224195),Marina Barrage
Jurong West St52 ,1.3481732,103.7177667,POINT (103.7177667 1.3481732),Tuas South
Jln Pacheli ,1.3559757,103.862811,POINT (103.862811 1.3559757),Ang Mo Kio
"Joo Chiat Rd,Ter",1.3099091,103.90202690000001,POINT (103.9020269 1.3099091),Marina Barrage
Fidelio St ,1.3190956,103.92299709999999,POINT (103.9229971 1.3190956),Marina Barrage
Paya Lebar,1.3516086999999999,103.899516,POINT (103.899516 1.3516087),Ang Mo Kio
"Hougang Ave 3, Hougang Ave 3 ",1.3524666,103.89082040000001,POINT (103.8908204 1.3524666),Ang Mo Kio
Corporation Dr ,1.3330011999999998,103.7231731,POINT (103.7231731 1.3330012),Tuas South
"Verde Cres, Grove",1.3903926000000002,103.7508486,POINT (103.7508486 1.3903926),Khatib
Jurong West St 81 ,1.3471387,103.69510240000001,POINT (103.6951024 1.3471387),Tuas South
Tanjong KatongRd,1.3078724,103.8952083,POINT (103.8952083 1.3078724),Marina Barrage
Jln Kakatua,1.3443276000000002,103.76625250000001,POINT (103.7662525 1.3443276),Ang Mo Kio
Dalhousie Ln ,1.3049241000000003,103.85220720000001,POINT (103.8522072 1.3049241),Marina Barrage
Choa Chu Kang St 64,1.397576,103.75007099999999,POINT (103.750071 1.397576),Khatib
Hillview Ave ,1.3596006999999999,103.7638949,POINT (103.7638949 1.3596007),Ang Mo Kio
Gerald Cres,1.3869045,103.8761499,POINT (103.8761499 1.3869045),Ang Mo Kio
Woodlands Dr 62 ,1.4394069,103.8052876,POINT (103.8052876 1.4394069),Khatib
Jurong East St 32 ,1.3470214,103.73385640000001,POINT (103.7338564 1.3470214),Tuas South
Jln Kechubong,1.3858384,103.87618559999999,POINT (103.8761856 1.3858384),Ang Mo Kio
Jurong West St 65 ,1.339965,103.7010383,POINT (103.7010383 1.339965),Tuas South
Jln Sentosa ,1.3229507,103.91733520000001,POINT (103.9173352 1.3229507),Marina Barrage
Hougang St21 ,1.358001,103.88574720000001,POINT (103.8857472 1.358001),Ang Mo Kio
Chiselhurst Grove ,1.3581773000000001,103.8657746,POINT (103.8657746 1.3581773),Ang Mo Kio
Simei St 3 ,1.3418992,103.9532374,POINT (103.9532374 1.3418992),Changi
Simei Rd ,1.3442561000000002,103.9577294,POINT (103.9577294 1.3442561),Changi
Jurong West St41 ,1.3482954,103.7232588,POINT (103.7232588 1.3482954),Tuas South
Maria Ave,1.3215313,103.9211889,POINT (103.9211889 1.3215313),Marina Barrage
Ang Mo Kio Ave 3 ,1.3689086000000001,103.8572848,POINT (103.8572848 1.3689086),Ang Mo Kio
Tamarind Rd ,1.3891829,103.8605291,POINT (103.8605291 1.3891829),Khatib
Paya Lebar Cres ,1.3485113000000002,103.882639,POINT (103.882639 1.3485113),Ang Mo Kio
Kampong Arang Rd ,1.3001368999999998,103.8822052,POINT (103.8822052 1.3001369),Marina Barrage
Wellington Circle ,1.4531146000000001,103.82159890000001,POINT (103.8215989 1.4531146),Khatib
Tanah Merah Kechil Rd ,1.328329,103.9437666,POINT (103.9437666 1.328329),Changi
Clementi St 12 ,1.3225223999999998,103.7699016,POINT (103.7699016 1.3225224),Ang Mo Kio
Buckley Rd ,1.3174266000000001,103.8403998,POINT (103.8403998 1.3174266),Ang Mo Kio
Hougang Ave 8 ,1.3747735,103.8883372,POINT (103.8883372 1.3747735),Ang Mo Kio
Woodlands Ind Pk E1 ,1.454204,103.7975007,POINT (103.7975007 1.454204),Khatib
Jln PutehJerneh ,1.3092209,103.79832579999999,POINT (103.7983258 1.3092209),Ang Mo Kio
Toh Cl ,1.3637923,103.9711281,POINT (103.9711281 1.3637923),Changi
"Farrer Dr, Rd ",1.3147723999999998,103.8065877,POINT (103.8065877 1.3147724),Ang Mo Kio
Ang Mo Kio Central 3,1.3752115,103.84712990000001,POINT (103.8471299 1.3752115),Ang Mo Kio
"Tai Hwan Pl, Ter",1.3569705,103.86084100000001,POINT (103.860841 1.3569705),Ang Mo Kio
HougangAve 3 ,1.3524666,103.89082040000001,POINT (103.8908204 1.3524666),Ang Mo Kio
"How Sun Ave, Cl ",1.3448685,103.8806696,POINT (103.8806696 1.3448685),Ang Mo Kio
Tampines Pl ,1.3672202,103.9290702,POINT (103.9290702 1.3672202),Changi
Frankel Ave,1.3165613999999999,103.91781359999999,POINT (103.9178136 1.3165614),Marina Barrage
Jurong West St 74 ,1.3493888,103.6992194,POINT (103.6992194 1.3493888),Tuas South
Boon Lay Ave,1.3469855,103.7103633,POINT (103.7103633 1.3469855),Tuas South
Geylang Serai ,1.3200544,103.89177459999999,POINT (103.8917746 1.3200544),Marina Barrage
Martaban Rd,1.3230788999999998,103.8503793,POINT (103.8503793 1.3230789),Ang Mo Kio
Chestnut Ave ,1.3707347,103.7767915,POINT (103.7767915 1.3707347),Khatib
Jln Jurong Kechil,1.3429015,103.7704492,POINT (103.7704492 1.3429015),Ang Mo Kio
"Lor K, L Telok Kurau",1.3122916,103.9108615,POINT (103.9108615 1.3122916),Marina Barrage
Cassia Cres,1.3098219,103.8845413,POINT (103.8845413 1.3098219),Marina Barrage
Woodlands St 13 ,1.4349802,103.7776654,POINT (103.7776654 1.4349802),Khatib
Joo Chiat Ln ,1.3124853,103.9028281,POINT (103.9028281 1.3124853),Marina Barrage
Quemoy Rd,1.3446031,103.88143829999999,POINT (103.8814383 1.3446031),Ang Mo Kio
Hougang St 11 ,1.3519335,103.88019279999999,POINT (103.8801928 1.3519335),Ang Mo Kio
Clementi West St 2 ,1.3036513,103.76278190000001,POINT (103.7627819 1.3036513),Ang Mo Kio
Lor L Telok Kurau,1.3119655000000001,103.91185909999999,POINT (103.9118591 1.3119655),Marina Barrage
Tampines St 84 ,1.3526996,103.9324682,POINT (103.9324682 1.3526996),Changi
Eunos Ave 3,1.3198598,103.8962698,POINT (103.8962698 1.3198598),Marina Barrage
Haig Ln ,1.3089761999999998,103.8987395,POINT (103.8987395 1.3089762),Marina Barrage
 Gangsa Rd ,1.3778066,103.7663345,POINT (103.7663345 1.3778066),Khatib
Yishun St 72 ,1.4267849,103.83266040000001,POINT (103.8326604 1.4267849),Khatib
Canberra Lk ,1.4469100000000001,103.827499,POINT (103.827499 1.44691),Khatib
"Begonia Ln, Ter ",1.3863362,103.8616866,POINT (103.8616866 1.3863362),Khatib
Punggol Way ,1.4106940000000001,103.899895,POINT (103.899895 1.410694),Khatib
Tampines St 33,1.352159,103.96007829999999,POINT (103.9600783 1.352159),Changi
Joo Ave,1.3153219999999999,103.8551676,POINT (103.8551676 1.315322),Ang Mo Kio
Joo Chiat Rd ,1.3099091,103.90202690000001,POINT (103.9020269 1.3099091),Marina Barrage
Ang Mo Kio Avenue 3<br,1.3689086000000001,103.8572848,POINT (103.8572848 1.3689086),Ang Mo Kio
Jln Anak Bt ,1.3410597,103.77813929999999,POINT (103.7781393 1.3410597),Ang Mo Kio
Bt Batok West Ave 9 ,1.3547991000000001,103.74188790000001,POINT (103.7418879 1.3547991),Ang Mo Kio
Rose Ln ,1.3102973999999998,103.8934575,POINT (103.8934575 1.3102974),Marina Barrage
Kaki Bkt Industrial Ter,1.3357531999999999,103.9021851,POINT (103.9021851 1.3357532),Ang Mo Kio
Grange Rd ,1.2997186,103.8307763,POINT (103.8307763 1.2997186),Marina Barrage
Almond St,1.3714839,103.772803,POINT (103.772803 1.3714839),Khatib
Tampines St 34 ,1.3559002,103.960135,POINT (103.960135 1.3559002),Changi
"Sungei Kadut St 4, 5",1.418763,103.748896,POINT (103.748896 1.418763),Khatib
